name;id;nametype;recclass;mass;fall;year;reclat;reclong;geometry/type;geometry/coordinates/0;geometry/coordinates/1;:@computed_region_cbhk_fwbd;:@computed_region_nnqa_25f4
Meester-Cornelis;15470;Valid;H5;24750;Fell;1915-01-01T00:00:00.000;-6.233330;106.883330;Point;106.88333;-6.23333;;
Rasgrad;22396;Valid;Stone-uncl;24700;Fell;1740-01-01T00:00:00.000;43.500000;26.533330;Point;26.53333;43.5;;
Aïr;424;Valid;L6;24000;Fell;1925-01-01T00:00:00.000;19.083330;8.383330;Point;8.38333;19.08333;;
Campos Sales;5249;Valid;L5;23680;Fell;1991-01-01T00:00:00.000;-7.033330;-40.166670;Point;-40.16667;-7.03333;;
Perpeti;18793;Valid;L6;23474;Fell;1935-01-01T00:00:00.000;23.325000;91.000000;Point;91;23.325;;
Pillistfer;18822;Valid;EL6;23250;Fell;1863-01-01T00:00:00.000;58.666670;25.733330;Point;25.73333;58.66667;;
Nakhon Pathom;16899;Valid;L6;23200;Fell;1923-01-01T00:00:00.000;13.733330;100.083330;Point;100.08333;13.73333;;
Fuhe;52412;Valid;L5;23000;Fell;1945-01-01T00:00:00.000;31.475560;113.566940;Point;113.56694;31.47556;;
Mezö-Madaras;16628;Valid;L3.7;22700;Fell;1852-01-01T00:00:00.000;46.500000;25.733330;Point;25.73333;46.5;;
Mangwendi;15405;Valid;LL6;22300;Fell;1934-01-01T00:00:00.000;-17.650000;31.600000;Point;31.6;-17.65;;
Gualeguaychú;11432;Valid;H6;22000;Fell;1932-01-01T00:00:00.000;-33.000000;-58.616670;Point;-58.61667;-33;;
Karkh;12262;Valid;L6;22000;Fell;1905-01-01T00:00:00.000;27.800000;67.166670;Point;67.16667;27.8;;
Bath;4974;Valid;H4;21000;Fell;1892-01-01T00:00:00.000;45.416670;-98.316670;Point;-98.31667;45.41667;21;662
Tauti;23888;Valid;L6;21000;Fell;1937-01-01T00:00:00.000;46.716670;23.500000;Point;23.5;46.71667;;
Jartai;12074;Valid;L6;20500;Fell;1979-01-01T00:00:00.000;39.700000;105.800000;Point;105.8;39.7;;
Conquista;5418;Valid;H4;20350;Fell;1965-01-01T00:00:00.000;-19.850000;-47.550000;Point;-47.55;-19.85;;
Ergheo;10044;Valid;L5;20000;Fell;1889-01-01T00:00:00.000;1.166670;44.166670;Point;44.16667;1.16667;;
Hessle;11878;Valid;H5;20000;Fell;1869-01-01T00:00:00.000;59.850000;17.666670;Point;17.66667;59.85;;
Ourique;18052;Valid;H4;20000;Fell;1998-01-01T00:00:00.000;37.608330;-8.280000;Point;-8.28;37.60833;;
Uzcudun;24140;Valid;L;20000;Fell;1948-01-01T00:00:00.000;-44.116670;-66.150000;Point;-66.15;-44.11667;;
Seoni;23500;Valid;H6;20000;Fell;1966-01-01T00:00:00.000;21.683890;79.500830;Point;79.50083;21.68389;;
Tjabe;24011;Valid;H6;20000;Fell;1869-01-01T00:00:00.000;-7.083330;111.533330;Point;111.53333;-7.08333;;
New Orleans;16960;Valid;H5;19256;Fell;2003-01-01T00:00:00.000;29.947180;-90.109760;Point;-90.10976;29.94718;22;1667
Beni M'hira;5018;Valid;L6;19000;Fell;2001-01-01T00:00:00.000;32.866670;10.800000;Point;10.8;32.86667;;
Kilabo;12307;Valid;LL6;19000;Fell;2002-01-01T00:00:00.000;12.766670;9.800000;Point;9.8;12.76667;;
Mauerkirchen;15446;Valid;L6;19000;Fell;1768-01-01T00:00:00.000;48.183330;13.133330;Point;13.13333;48.18333;;
Shelburne;23529;Valid;L5;18600;Fell;1904-01-01T00:00:00.000;44.050000;-80.166670;Point;-80.16667;44.05;;
Chajari;5316;Valid;L5;18300;Fell;1933-01-01T00:00:00.000;-30.783330;-58.050000;Point;-58.05;-30.78333;;
Bachmut;4917;Valid;L6;18000;Fell;1814-01-01T00:00:00.000;48.600000;38.000000;Point;38;48.6;;
Béréba;5028;Valid;Eucrite-mmict;18000;Fell;1924-01-01T00:00:00.000;11.650000;-3.650000;Point;-3.65;11.65;;
Dahmani;5504;Valid;LL6;18000;Fell;1981-01-01T00:00:00.000;35.616670;8.833330;Point;8.83333;35.61667;;
Girgenti;10917;Valid;L6;18000;Fell;1853-01-01T00:00:00.000;37.316670;13.566670;Point;13.56667;37.31667;;
Palinshih;18077;Valid;Iron;18000;Fell;1914-01-01T00:00:00.000;43.483330;118.616670;Point;118.61667;43.48333;;
Park Forest;18106;Valid;L5;18000;Fell;2003-01-01T00:00:00.000;41.484720;-87.679170;Point;-87.67917;41.48472;34;1863
Andura;2298;Valid;H6;17900;Fell;1939-01-01T00:00:00.000;20.883330;76.866670;Point;76.86667;20.88333;;
Fisher;10107;Valid;L6;17600;Fell;1894-01-01T00:00:00.000;47.816670;-96.850000;Point;-96.85;47.81667;1;385
Quija;22361;Valid;H;17450;Fell;1990-01-01T00:00:00.000;44.616670;126.133330;Point;126.13333;44.61667;;
Reliegos;22584;Valid;L5;17300;Fell;1947-01-01T00:00:00.000;42.475000;-5.333330;Point;-5.33333;42.475;;
El Paso de Aguila;45977;Valid;H5;17226;Fell;1977-01-01T00:00:00.000;25.370000;-97.370000;Point;-97.37;25.37;;
N'Kandhla;16983;Valid;Iron, IID;17200;Fell;1912-01-01T00:00:00.000;-28.566670;30.700000;Point;30.7;-28.56667;;
Sone;23667;Valid;H5;17100;Fell;1866-01-01T00:00:00.000;35.166670;135.333330;Point;135.33333;35.16667;;
Cumberland Falls;5496;Valid;Aubrite;17000;Fell;1919-01-01T00:00:00.000;36.833330;-84.350000;Point;-84.35;36.83333;36;1426
Lost City;14711;Valid;H5;17000;Fell;1970-01-01T00:00:00.000;36.008330;-95.150000;Point;-95.15;36.00833;20;2711
Mount Vaisi;16805;Valid;Stone-uncl;17000;Fell;1637-01-01T00:00:00.000;44.083330;6.866670;Point;6.86667;44.08333;;
Naoki;16908;Valid;H6;17000;Fell;1928-01-01T00:00:00.000;19.250000;77.000000;Point;77;19.25;;
Oum Dreyga;31282;Valid;H3-5;17000;Fell;2003-01-01T00:00:00.000;24.300000;-13.100000;Point;-13.1;24.3;;
St. Michel;23093;Valid;L6;17000;Fell;1910-01-01T00:00:00.000;61.650000;27.200000;Point;27.2;61.65;;
Kasauli;30740;Valid;H4;16820;Fell;2003-01-01T00:00:00.000;29.583330;77.583330;Point;77.58333;29.58333;;
Ban Rong Du;4934;Valid;Iron, ungrouped;16700;Fell;1993-01-01T00:00:00.000;16.666670;101.183330;Point;101.18333;16.66667;;
Miller (Arkansas);16645;Valid;H5;16700;Fell;1930-01-01T00:00:00.000;35.400000;-92.050000;Point;-92.05;35.4;15;11
Oldenburg (1930);18009;Valid;L6;16570;Fell;1930-01-01T00:00:00.000;52.950000;8.166670;Point;8.16667;52.95;;
Krähenberg;12353;Valid;LL5;16500;Fell;1869-01-01T00:00:00.000;49.326940;7.464720;Point;7.46472;49.32694;;
Tjerebon;24012;Valid;L5;16500;Fell;1922-01-01T00:00:00.000;-6.666670;106.583330;Point;106.58333;-6.66667;;
Demina;6649;Valid;L6;16400;Fell;1911-01-01T00:00:00.000;51.466670;84.766670;Point;84.76667;51.46667;;
Forsyth;10164;Valid;L6;16300;Fell;1829-01-01T00:00:00.000;33.016670;-83.966670;Point;-83.96667;33.01667;31;1470
Ohaba;17995;Valid;H5;16250;Fell;1857-01-01T00:00:00.000;46.066670;23.583330;Point;23.58333;46.06667;;
Beardsley;4984;Valid;H5;16000;Fell;1929-01-01T00:00:00.000;39.800000;-101.200000;Point;-101.2;39.8;17;1285
Baszkówka;4957;Valid;L5;15500;Fell;1994-01-01T00:00:00.000;52.033330;20.935830;Point;20.93583;52.03333;;
Appley Bridge;2318;Valid;LL6;15000;Fell;1914-01-01T00:00:00.000;53.583330;-2.716670;Point;-2.71667;53.58333;;
Bansur;4936;Valid;L6;15000;Fell;1892-01-01T00:00:00.000;27.700000;76.333330;Point;76.33333;27.7;;
Castrovillari;5295;Valid;Stone-uncl;15000;Fell;1583-01-01T00:00:00.000;39.800000;16.200000;Point;16.2;39.8;;
Ogi;17994;Valid;H6;14360;Fell;1741-01-01T00:00:00.000;33.283330;130.200000;Point;130.2;33.28333;;
Gifu;10914;Valid;L6;14290;Fell;1909-01-01T00:00:00.000;35.533330;136.883330;Point;136.88333;35.53333;;
Laochenzhen;12466;Valid;H5;14250;Fell;1987-01-01T00:00:00.000;33.133330;115.166670;Point;115.16667;33.13333;;
Ningbo;16980;Valid;Iron, IVA;14250;Fell;1975-01-01T00:00:00.000;29.866670;121.483330;Point;121.48333;29.86667;;
Thika;54493;Valid;L6;14200;Fell;2011-01-01T00:00:00.000;-1.002780;37.150280;Point;37.15028;-1.00278;;
Beaver Creek;4986;Valid;H5;14000;Fell;1893-01-01T00:00:00.000;51.166670;-117.333330;Point;-117.33333;51.16667;;
Hvittis;11989;Valid;EL6;14000;Fell;1901-01-01T00:00:00.000;61.183330;22.683330;Point;22.68333;61.18333;;
Luponnas;14757;Valid;H3-5;14000;Fell;1753-01-01T00:00:00.000;46.216670;5.000000;Point;5;46.21667;;
Orgueil;18026;Valid;CI1;14000;Fell;1864-01-01T00:00:00.000;43.883330;1.383330;Point;1.38333;43.88333;;
Saint-Sauveur;23101;Valid;EH5;14000;Fell;1914-01-01T00:00:00.000;43.733330;1.383330;Point;1.38333;43.73333;;
St. Mark's;23090;Valid;EH5;13780;Fell;1903-01-01T00:00:00.000;-32.016670;27.416670;Point;27.41667;-32.01667;;
Khairpur;12288;Valid;EL6;13600;Fell;1873-01-01T00:00:00.000;29.533330;72.300000;Point;72.3;29.53333;;
Kabo;12220;Valid;H4;13400;Fell;1971-01-01T00:00:00.000;11.850000;8.216670;Point;8.21667;11.85;;
Strathmore;23729;Valid;L6;13400;Fell;1917-01-01T00:00:00.000;56.583330;-3.250000;Point;-3.25;56.58333;;
Durala;7750;Valid;L6;13200;Fell;1815-01-01T00:00:00.000;30.300000;76.633330;Point;76.63333;30.3;;
Ryechki;22791;Valid;L5;13000;Fell;1914-01-01T00:00:00.000;51.133330;34.500000;Point;34.5;51.13333;;
Lissa;14661;Valid;L6;12800;Fell;1808-01-01T00:00:00.000;50.200000;14.850000;Point;14.85;50.2;;
Murray;16882;Valid;CM2;12600;Fell;1950-01-01T00:00:00.000;36.600000;-88.100000;Point;-88.1;36.6;36;237
Peekskill;18782;Valid;H6;12570;Fell;1992-01-01T00:00:00.000;41.283330;-73.916670;Point;-73.91667;41.28333;47;2185
Dergaon;6664;Valid;H5;12500;Fell;2001-01-01T00:00:00.000;26.683330;93.866670;Point;93.86667;26.68333;;
Charwallas;5330;Valid;H6;12000;Fell;1834-01-01T00:00:00.000;29.483330;75.500000;Point;75.5;29.48333;;
Devgaon;6694;Valid;H3.8;12000;Fell;2001-01-01T00:00:00.000;19.000000;81.000000;Point;81;19;;
New Halfa;16954;Valid;L4;12000;Fell;1994-01-01T00:00:00.000;15.366670;35.683330;Point;35.68333;15.36667;;
Okniny;18002;Valid;LL6;12000;Fell;1834-01-01T00:00:00.000;50.833330;25.500000;Point;25.5;50.83333;;
Tatahouine;23884;Valid;Diogenite;12000;Fell;1931-01-01T00:00:00.000;32.950000;10.416670;Point;10.41667;32.95;;
Fukutomi;10836;Valid;L5;11620;Fell;1882-01-01T00:00:00.000;33.183330;130.200000;Point;130.2;33.18333;;
Kokubunji;12342;Valid;L6;11510;Fell;1986-01-01T00:00:00.000;34.300000;133.950000;Point;133.95;34.3;;
Bandong;4935;Valid;LL6;11500;Fell;1871-01-01T00:00:00.000;-6.916670;107.600000;Point;107.6;-6.91667;;
Kapoeta;12251;Valid;Howardite;11355;Fell;1942-01-01T00:00:00.000;4.700000;33.633330;Point;33.63333;4.7;;
Mount Browne;16766;Valid;H6;11300;Fell;1902-01-01T00:00:00.000;-29.800000;141.700000;Point;141.7;-29.8;;
Lundsgård;14755;Valid;L6;11000;Fell;1889-01-01T00:00:00.000;56.216670;13.033330;Point;13.03333;56.21667;;
Phuoc-Binh;18812;Valid;L5;11000;Fell;1941-01-01T00:00:00.000;15.716670;108.100000;Point;108.1;15.71667;;
Quesa;22360;Valid;Iron, IAB-ung;10750;Fell;1898-01-01T00:00:00.000;39.000000;-0.666670;Point;-0.66667;39;;
Rose City;22766;Valid;H5;10600;Fell;1921-01-01T00:00:00.000;44.516670;-83.950000;Point;-83.95;44.51667;50;361
Gross-Divina;11207;Valid;H5;10500;Fell;1837-01-01T00:00:00.000;49.266670;18.716670;Point;18.71667;49.26667;;
Menow;15485;Valid;H4;10500;Fell;1862-01-01T00:00:00.000;53.183330;13.150000;Point;13.15;53.18333;;
Pampanga;18093;Valid;L5;10500;Fell;1859-01-01T00:00:00.000;15.083330;120.700000;Point;120.7;15.08333;;
Tambakwatu;23795;Valid;L6;10500;Fell;1975-01-01T00:00:00.000;-7.750000;112.766670;Point;112.76667;-7.75;;
Stretchleigh;23732;Valid;Stone-uncl;10400;Fell;1623-01-01T00:00:00.000;50.383330;-3.950000;Point;-3.95;50.38333;;
Bahjoi;4922;Valid;Iron, IAB-sLL;10322;Fell;1934-01-01T00:00:00.000;28.483330;78.500000;Point;78.5;28.48333;;
Nerft;16945;Valid;L6;10250;Fell;1864-01-01T00:00:00.000;56.500000;21.500000;Point;21.5;56.5;;
Fermo;10091;Valid;H3-5;10200;Fell;1996-01-01T00:00:00.000;43.181110;13.753330;Point;13.75333;43.18111;;
Raghunathpura;22371;Valid;Iron, IIAB;10200;Fell;1986-01-01T00:00:00.000;27.725280;76.465000;Point;76.465;27.72528;;
Djoumine;7657;Valid;H5-6;10000;Fell;1999-01-01T00:00:00.000;36.950000;9.550000;Point;9.55;36.95;;
Eagle;7760;Valid;EL6;10000;Fell;1947-01-01T00:00:00.000;40.781670;-96.471670;Point;-96.47167;40.78167;19;462
El Idrissia;7807;Valid;L6;10000;Fell;1989-01-01T00:00:00.000;34.416670;3.250000;Point;3.25;34.41667;;
Milena;16640;Valid;L6;10000;Fell;1842-01-01T00:00:00.000;46.183330;16.100000;Point;16.1;46.18333;;
Nakhla;16898;Valid;Martian (nakhlite);10000;Fell;1911-01-01T00:00:00.000;31.316670;30.350000;Point;30.35;31.31667;;
Rembang;22585;Valid;Iron, IVA;10000;Fell;1919-01-01T00:00:00.000;-6.733330;111.366670;Point;111.36667;-6.73333;;
Tagish Lake;23782;Valid;C2-ung;10000;Fell;2000-01-01T00:00:00.000;59.704440;-134.201390;Point;-134.20139;59.70444;;
Khohar;12298;Valid;L3.6;9700;Fell;1910-01-01T00:00:00.000;25.100000;81.533330;Point;81.53333;25.1;;
Ash Creek;48954;Valid;L6;9500;Fell;2009-01-01T00:00:00.000;31.805000;-97.010000;Point;-97.01;31.805;23;774
Avanhandava;4905;Valid;H4;9330;Fell;1952-01-01T00:00:00.000;-21.460280;-49.950830;Point;-49.95083;-21.46028;;
Alexandrovsky;465;Valid;H4;9251;Fell;1900-01-01T00:00:00.000;50.950000;31.816670;Point;31.81667;50.95;;
Lua;14721;Valid;L5;9241;Fell;1926-01-01T00:00:00.000;24.950000;75.150000;Point;75.15;24.95;;
Motta di Conti;16762;Valid;H4;9150;Fell;1868-01-01T00:00:00.000;45.200000;8.500000;Point;8.5;45.2;;
Granes;10956;Valid;L6;9000;Fell;1964-01-01T00:00:00.000;42.900000;2.250000;Point;2.25;42.9;;
Hainaut;11472;Valid;H3-6;9000;Fell;1934-01-01T00:00:00.000;50.316670;3.733330;Point;3.73333;50.31667;;
Rakovka;22376;Valid;L6;9000;Fell;1878-01-01T00:00:00.000;52.983330;37.033330;Point;37.03333;52.98333;;
Salles;23111;Valid;L5;9000;Fell;1798-01-01T00:00:00.000;46.050000;4.633330;Point;4.63333;46.05;;
Tadjera;23778;Valid;L5;9000;Fell;1867-01-01T00:00:00.000;36.183330;5.416670;Point;5.41667;36.18333;;
Bogou;5097;Valid;Iron, IAB-MG;8800;Fell;1962-01-01T00:00:00.000;12.500000;0.700000;Point;0.7;12.5;;
Chandakapur;5320;Valid;L5;8800;Fell;1838-01-01T00:00:00.000;20.266670;76.016670;Point;76.01667;20.26667;;
Bori;5111;Valid;L6;8600;Fell;1894-01-01T00:00:00.000;21.950000;78.033330;Point;78.03333;21.95;;
Monroe;16720;Valid;H4;8600;Fell;1849-01-01T00:00:00.000;35.250000;-80.500000;Point;-80.5;35.25;37;636
Mirzapur;16701;Valid;L5;8510;Fell;1910-01-01T00:00:00.000;25.683330;83.250000;Point;83.25;25.68333;;
Seres;23501;Valid;H4;8500;Fell;1818-01-01T00:00:00.000;41.050000;23.566670;Point;23.56667;41.05;;
Cherokee Springs;5340;Valid;LL6;8400;Fell;1933-01-01T00:00:00.000;35.033330;-81.883330;Point;-81.88333;35.03333;33;2582
Sindhri;23611;Valid;H5;8400;Fell;1901-01-01T00:00:00.000;26.216670;69.550000;Point;69.55;26.21667;;
Harleton;11830;Valid;L6;8360;Fell;1961-01-01T00:00:00.000;32.675000;-94.511670;Point;-94.51167;32.675;23;2025
St. Mesmin;23092;Valid;LL6;8300;Fell;1866-01-01T00:00:00.000;48.450000;3.933330;Point;3.93333;48.45;;
Chainpur;5315;Valid;LL3.4;8200;Fell;1907-01-01T00:00:00.000;25.850000;83.483330;Point;83.48333;25.85;;
Nadiabondi;16889;Valid;H5;8165;Fell;1956-01-01T00:00:00.000;12.000000;1.000000;Point;1;12;;
Enshi;10038;Valid;H5;8000;Fell;1974-01-01T00:00:00.000;30.300000;109.500000;Point;109.5;30.3;;
Grossliebenthal;11208;Valid;L6;8000;Fell;1881-01-01T00:00:00.000;46.350000;30.583330;Point;30.58333;46.35;;
Mighei;16634;Valid;CM2;8000;Fell;1889-01-01T00:00:00.000;48.066670;30.966670;Point;30.96667;48.06667;;
Schönenberg;23460;Valid;L6;8000;Fell;1846-01-01T00:00:00.000;48.116670;10.466670;Point;10.46667;48.11667;;
Phum Sambo;18811;Valid;H4;7800;Fell;1933-01-01T00:00:00.000;12.000000;105.483330;Point;105.48333;12;;
Ohuma;17996;Valid;L5;7700;Fell;1963-01-01T00:00:00.000;6.750000;8.500000;Point;8.5;6.75;;
Tabor;23776;Valid;H5;7540;Fell;1753-01-01T00:00:00.000;49.400000;14.650000;Point;14.65;49.4;;
Bo Xian;5090;Valid;LL3.9;7500;Fell;1977-01-01T00:00:00.000;33.833330;115.833330;Point;115.83333;33.83333;;
Nanjemoy;16904;Valid;H6;7500;Fell;1825-01-01T00:00:00.000;38.416670;-77.166670;Point;-77.16667;38.41667;45;419
Arroyo Aguiar;2340;Valid;H5;7450;Fell;1950-01-01T00:00:00.000;-31.416670;-60.666670;Point;-60.66667;-31.41667;;
Ijopega;12004;Valid;H6;7330;Fell;1975-01-01T00:00:00.000;-6.033330;145.366670;Point;145.36667;-6.03333;;
Castalia;5291;Valid;H5;7300;Fell;1874-01-01T00:00:00.000;36.083330;-78.066670;Point;-78.06667;36.08333;37;648
Bremervörde;5135;Valid;H/L3.9;7250;Fell;1855-01-01T00:00:00.000;53.400000;9.100000;Point;9.1;53.4;;
Supuhee;23760;Valid;H6;7235;Fell;1865-01-01T00:00:00.000;26.716670;84.216670;Point;84.21667;26.71667;;
Borkut;5113;Valid;L5;7000;Fell;1852-01-01T00:00:00.000;48.150000;24.283330;Point;24.28333;48.15;;
Dashoguz;6604;Valid;H5;7000;Fell;1998-01-01T00:00:00.000;41.984440;59.685000;Point;59.685;41.98444;;
Ipiranga;12043;Valid;H6;7000;Fell;1972-01-01T00:00:00.000;-25.500000;-54.500000;Point;-54.5;-25.5;;
Lancon;12456;Valid;H6;7000;Fell;1897-01-01T00:00:00.000;43.750000;5.116670;Point;5.11667;43.75;;
Lanzenkirchen;12465;Valid;L4;7000;Fell;1925-01-01T00:00:00.000;47.750000;16.233330;Point;16.23333;47.75;;
Queen's Mercy;22357;Valid;H6;7000;Fell;1925-01-01T00:00:00.000;-30.116670;28.700000;Point;28.7;-30.11667;;
Repeev Khutor;22590;Valid;Iron, IIF;7000;Fell;1933-01-01T00:00:00.000;48.600000;45.666670;Point;45.66667;48.6;;
Schellin;23457;Valid;L;7000;Fell;1715-01-01T00:00:00.000;53.350000;15.050000;Point;15.05;53.35;;
Sfax;23512;Valid;L6;7000;Fell;1989-01-01T00:00:00.000;34.750000;10.716670;Point;10.71667;34.75;;
Tissint;54823;Valid;Martian (shergottite);7000;Fell;2011-01-01T00:00:00.000;29.481950;-7.611230;Point;-7.61123;29.48195;;
Kendleton;12275;Valid;L4;6937;Fell;1939-01-01T00:00:00.000;29.450000;-96.000000;Point;-96;29.45;23;3190
Segowlie;23476;Valid;LL6;6930;Fell;1853-01-01T00:00:00.000;26.750000;84.783330;Point;84.78333;26.75;;
Pleşcoi;51706;Valid;L5-6;6913;Fell;2008-01-01T00:00:00.000;45.275000;26.709720;Point;26.70972;45.275;;
Lillaverke;14650;Valid;H5;6862;Fell;1930-01-01T00:00:00.000;56.650000;15.866670;Point;15.86667;56.65;;
Kavarpura;47351;Valid;Iron, IIE-an;6800;Fell;2006-01-01T00:00:00.000;25.143330;75.813330;Point;75.81333;25.14333;;
Daule;51559;Valid;L5;6580;Fell;2008-01-01T00:00:00.000;-1.870890;-79.957560;Point;-79.95756;-1.87089;;
Otomi;18045;Valid;H;6510;Fell;1867-01-01T00:00:00.000;38.400000;140.350000;Point;140.35;38.4;;
Ankober;2304;Valid;H4;6500;Fell;1942-01-01T00:00:00.000;9.533330;39.716670;Point;39.71667;9.53333;;
Cereseto;5308;Valid;H5;6460;Fell;1840-01-01T00:00:00.000;45.083330;8.300000;Point;8.3;45.08333;;
Ambapur Nagla;2290;Valid;H5;6400;Fell;1895-01-01T00:00:00.000;27.666670;78.250000;Point;78.25;27.66667;;
Barbotan;4942;Valid;H5;6400;Fell;1790-01-01T00:00:00.000;43.950000;-0.050000;Point;-0.05;43.95;;
Gambat;10851;Valid;L6;6400;Fell;1897-01-01T00:00:00.000;27.350000;68.533330;Point;68.53333;27.35;;
Mihonoseki;16635;Valid;L6;6380;Fell;1992-01-01T00:00:00.000;35.568330;133.220000;Point;133.22;35.56833;;
Neuschwanstein;16950;Valid;EL6;6189;Fell;2002-01-01T00:00:00.000;47.525000;10.808330;Point;10.80833;47.525;;
Khmelevka;12297;Valid;L5;6109;Fell;1929-01-01T00:00:00.000;56.750000;75.333330;Point;75.33333;56.75;;
Hedjaz;11870;Valid;L3.7-6;6100;Fell;1910-01-01T00:00:00.000;27.333330;35.666670;Point;35.66667;27.33333;;
Nagy-Borové;16893;Valid;L5;6100;Fell;1895-01-01T00:00:00.000;49.166670;19.500000;Point;19.5;49.16667;;
Forksville;10123;Valid;L6;6067;Fell;1924-01-01T00:00:00.000;36.783330;-78.083330;Point;-78.08333;36.78333;40;2839
Quenggouk;22358;Valid;H4;6045;Fell;1857-01-01T00:00:00.000;17.766670;95.183330;Point;95.18333;17.76667;;
Alais;448;Valid;CI1;6000;Fell;1806-01-01T00:00:00.000;44.116670;4.083330;Point;4.08333;44.11667;;
Alta'ameem;2284;Valid;LL5;6000;Fell;1977-01-01T00:00:00.000;35.273330;44.215560;Point;44.21556;35.27333;;
Bishopville;5059;Valid;Aubrite;6000;Fell;1843-01-01T00:00:00.000;34.166670;-80.283330;Point;-80.28333;34.16667;33;657
Chernyi Bor;5339;Valid;H4;6000;Fell;1964-01-01T00:00:00.000;53.700000;30.100000;Point;30.1;53.7;;
Cynthiana;5500;Valid;L/LL4;6000;Fell;1877-01-01T00:00:00.000;38.400000;-84.250000;Point;-84.25;38.4;36;244
Kuleschovka;12370;Valid;L6;6000;Fell;1811-01-01T00:00:00.000;50.750000;33.500000;Point;33.5;50.75;;
Maromandia;15430;Valid;L6;6000;Fell;2002-01-01T00:00:00.000;-14.200000;48.100000;Point;48.1;-14.2;;
Meru;15491;Valid;LL6;6000;Fell;1945-01-01T00:00:00.000;0.000000;37.666670;Point;37.66667;0;;
Nikolskoe;16977;Valid;L4;6000;Fell;1954-01-01T00:00:00.000;56.116670;37.333330;Point;37.33333;56.11667;;
Oesel;17989;Valid;L6;6000;Fell;1855-01-01T00:00:00.000;58.500000;23.000000;Point;23;58.5;;
Ornans;18030;Valid;CO3.4;6000;Fell;1868-01-01T00:00:00.000;47.116670;6.150000;Point;6.15;47.11667;;
Rupota;22783;Valid;L4-6;6000;Fell;1949-01-01T00:00:00.000;-10.266670;38.766670;Point;38.76667;-10.26667;;
Tauk;23887;Valid;L6;6000;Fell;1929-01-01T00:00:00.000;35.133330;44.450000;Point;44.45;35.13333;;
Jhung;12085;Valid;L5;5900;Fell;1873-01-01T00:00:00.000;31.300000;72.383330;Point;72.38333;31.3;;
Ojuelos Altos;17997;Valid;L6;5850;Fell;1926-01-01T00:00:00.000;38.183330;-5.400000;Point;-5.4;38.18333;;
Misshof;16703;Valid;H5;5800;Fell;1890-01-01T00:00:00.000;56.666670;23.000000;Point;23;56.66667;;
Kemer;53654;Valid;L4;5760;Fell;2008-01-01T00:00:00.000;36.541940;29.418220;Point;29.41822;36.54194;;
Gumoschnik;11450;Valid;H5;5700;Fell;1904-01-01T00:00:00.000;42.900000;24.700000;Point;24.7;42.9;;
Dandapur;5511;Valid;L6;5650;Fell;1878-01-01T00:00:00.000;26.916670;83.966670;Point;83.96667;26.91667;;
Sylacauga;23773;Valid;H4;5560;Fell;1954-01-01T00:00:00.000;33.188360;-86.294500;Point;-86.2945;33.18836;29;1637
Pribram;18887;Valid;H5;5555;Fell;1959-01-01T00:00:00.000;49.666670;14.033330;Point;14.03333;49.66667;;
Dongtai;7708;Valid;LL6;5500;Fell;1970-01-01T00:00:00.000;32.916670;120.783330;Point;120.78333;32.91667;;
Min-Fan-Zhun;16697;Valid;LL6;5500;Fell;1952-01-01T00:00:00.000;32.333330;120.666670;Point;120.66667;32.33333;;
Santa Isabel;23165;Valid;L6;5500;Fell;1924-01-01T00:00:00.000;-33.900000;-61.700000;Point;-61.7;-33.9;;
St. Christophe-la-Chartreuse;23082;Valid;L6;5500;Fell;1841-01-01T00:00:00.000;46.950000;-1.500000;Point;-1.5;46.95;;
Bovedy;5121;Valid;L3;5460;Fell;1969-01-01T00:00:00.000;54.566670;-6.333330;Point;-6.33333;54.56667;;
